code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry.type,geometry.crs.type,geometry.crs.properties.name,geometry.coordinates1,geometry.coordinates2
Y0244030,Le Tech à Amélie-les-Bains-Palalda [Pont de la piscine],Y024403001,Le Tech à Amélie-les-Bains-Palalda [Pont de la piscine],LIMNI,672389.0,6152848.0,26,2.664724174,42.474959061,1.0,,,,66003,AMELIE-LES-BAINS-PALALDA,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2021-02-16T00:00:00Z,1969-07-01T00:00:00Z,1980-04-08T00:00:00Z,,1,20,12.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.66472417433773,42.4749590613282
Y0244040,Le Tech à Amélie-les-Bains-Palalda,Y024404001,Le Tech à Amélie-les-Bains-Palalda,LIMNI,673149.046,6152714.576,26,2.673959871,42.473788329,1.0,"Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça. A compter 01/01/2006, les heures sont en temps universel.",202000.0,2.0,66003,AMELIE-LES-BAINS-PALALDA,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2023-01-27T00:00:00Z,1981-09-15T00:00:00Z,,,1,20,0.0,1.0,1.0,1981-09-15T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.67395987098408,42.4737883294474
Y0245110,[Le canal de Céret] à Amélie-les-Bains-Palalda,Y024511001,[Le canal de Céret] à Amélie-les-Bains-Palalda,LIMNI,674010.0,6153683.0,26,2.684366965,42.482524925,3.0,,,,66003,AMELIE-LES-BAINS-PALALDA,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-07T00:00:00Z,1971-02-19T00:00:00Z,,,1,20,12.0,1.0,1.0,,,,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.68436696517973,42.4825249250638
Y0245210,Le Mondony à Amélie-les-Bains-Palalda,Y024521001,Le Mondony à Amélie-les-Bains-Palalda,LIMNI,672725.1,6152105.572,26,2.668843141,42.468298184,1.0,,241000.0,2.0,66003,AMELIE-LES-BAINS-PALALDA,66,76,OCCITANIE,Y0240520,Le Mondony,http://id.eaufrance.fr/CEA/Y0240520,,2021-05-05T00:00:00Z,1966-10-14T00:00:00Z,,,1,20,0.0,1.0,1.0,1966-10-14T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.66884314123764,42.4682981837043
Y0254040,Le Tech à Reynès [Saint-Paul-sur-Tech],Y025404001,Le Tech à Reynès [Saint-Paul-sur-Tech],LIMNI,677832.0,6155216.0,26,2.730718993,42.496432466,2.0,,130.08,3.0,66160,REYNES,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2021-05-12T00:00:00Z,1966-07-25T00:00:00Z,2008-06-10T00:00:00Z,,1,20,1.0,1.0,1.0,2012-03-08T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.73071899330846,42.4964324664448
Y0255010,L'Ample à Reynès [Pont de la D 15],Y025501001,L'Ample à Reynès [Pont de la D 15],LIMNI,674216.0,6155236.0,26,2.686793877,42.496492359,1.0,,195.0,2.0,66160,REYNES,66,76,OCCITANIE,Y0250500,Rivière Ample,http://id.eaufrance.fr/CEA/Y0250500,,2021-05-12T00:00:00Z,1964-12-01T00:00:00Z,1969-02-19T00:00:00Z,,1,20,12.0,1.0,1.0,1964-12-01T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.68679387668743,42.4964923590847
Y0255020,L'Ample à Reynès [Le Vila],Y025502001,L'Ample à Reynès [Le Vila],LIMNI,675401.838,6154957.015,26,2.701211296,42.49402583,1.0,Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça.,159.031,3.0,66160,REYNES,66,76,OCCITANIE,Y0250500,Rivière Ample,http://id.eaufrance.fr/CEA/Y0250500,,2020-06-26T00:00:00Z,1965-10-01T00:00:00Z,2019-01-01T00:00:00Z,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2020-02-07T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.70121129562011,42.4940258304056
Y0264010,Le Tech à Céret et à Reynès,Y026401001,Le Tech à Céret - Pont du diable,LIMNI,678916.013,6155096.521,26,2.74389142,42.495390867,2.0,,116.395,3.0,66049,CERET,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2021-05-05T00:00:00Z,1980-01-01T00:00:00Z,,,2,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.74389142039649,42.4953908671965
Y0264010,Le Tech à Céret et à Reynès,Y026401002,Le Tech à Céret - Pont Eiffel,LIMNI,676892.0,6155043.0,26,2.71930811,42.494847914,2.0,Station mise en service pour remplacer la station de St Paul sur Tech à l'aval.,,,66049,CERET,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2021-05-05T00:00:00Z,2008-03-17T00:00:00Z,2013-06-05T00:00:00Z,,1,16,0.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.71930811015706,42.4948479143906
Y0264050,Le Tech à Céret,Y026405001,Le Tech à Céret,LIMNI,678839.0,6155132.0,26,2.742954542,42.495707545,1.0,,122.0,2.0,66049,CERET,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2021-05-12T00:00:00Z,1965-07-02T00:00:00Z,1965-12-31T00:00:00Z,,1,12,12.0,1.0,1.0,1965-07-02T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.74295454209471,42.4957075445103
Y0274010,Le Tech au Boulou,Y027401001,Le Tech au Boulou,LIMNI,686163.073,6157645.619,26,2.831855665,42.518480458,2.0,,66.009,3.0,66024,BOULOU,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2021-05-05T00:00:00Z,2000-01-01T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.83185566473489,42.5184804583016
Y0275810,[Le canal des Albères] au Boulou [Mas Roue],Y027581001,[Le canal des Albères] au Boulou [Mas Roue],LIMNI,687245.0,6158253.0,26,2.844988561,42.52396037,3.0,,,,66024,BOULOU,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-12T00:00:00Z,1988-01-01T00:00:00Z,1993-01-01T00:00:00Z,,1,20,3.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.84498856065855,42.5239603695783
Y0284060,Le Tech à Argelès-sur-Mer et à Palau-del-Vidre,Y028406001,Le Tech à Argelès-sur-Mer - Pont d'Elne,LIMNI,698788.964,6165089.399,26,2.985266766,42.585529412,1.0,Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça.,7000.0,2.0,66008,ARGELES-SUR-MER,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2023-04-05T00:00:00Z,1984-08-30T00:00:00Z,,,1,12,15.0,1.0,1.0,1984-08-30T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.98526676590817,42.5855294119644
Y0284060,Le Tech à Argelès-sur-Mer et à Palau-del-Vidre,Y028406002,Le Tech à Palau-del-Vidre - Elne,LIMNI,698010.0,6164924.0,26,2.975790655,42.584040746,1.0,,,,66133,PALAU-DEL-VIDRE,66,76,OCCITANIE,Y02-0400,Le Tech,http://id.eaufrance.fr/CEA/Y02-0400,,2023-04-05T00:00:00Z,1976-09-29T00:00:00Z,1988-02-01T00:00:00Z,,1,20,15.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.97579065515867,42.5840407456681
Y0305210,[Le canal adducteur] à Villeneuve-de-la-Raho [Cap de Fouste],Y030521001,[Le canal adducteur] à Villeneuve-de-la-Raho [Cap de Fouste],LIMNI,691215.0,6172142.0,26,2.893007163,42.648881911,3.0,,,,66227,VILLENEUVE-DE-LA-RAHO,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-07T00:00:00Z,1978-01-01T00:00:00Z,,,1,20,3.0,1.0,1.0,,,,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.89300716337356,42.6488819114944
Y0315020,Le Réart à Villemolaque,Y031502001,Le Réart à Villemolaque,LIMNI,686011.337,6166285.249,26,2.829785482,42.596145655,2.0,,76.415,3.0,66226,VILLEMOLAQUE,66,76,OCCITANIE,Y03-0400,Le Réart,http://id.eaufrance.fr/CEA/Y03-0400,,2021-07-16T00:00:00Z,2000-01-01T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.82978548168825,42.5961456553456
Y0325010,La Canterrane à Terrats [Moulin d'en Canterrane],Y032501001,La Canterrane à Terrats [Moulin d'en Canterrane],LIMNI,678077.053,6166655.832,26,2.733226216,42.599279857,1.0,Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça.,138000.0,2.0,66207,TERRATS,66,76,OCCITANIE,Y0320500,La Canterrane,http://id.eaufrance.fr/CEA/Y0320500,,2021-05-05T00:00:00Z,1972-11-10T00:00:00Z,,,1,20,0.0,1.0,1.0,1972-11-10T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.73322621636752,42.5992798570438
Y0334001,Le Réart à Saleilles [Pont de la RN 114],Y033400101,Le Réart à Saleilles [Pont de la RN 114],LIMNI,693999.66,6172622.562,26,2.926916199,42.653230994,1.0,,17000.0,3.0,66189,SALEILLES,66,76,OCCITANIE,Y03-0400,Le Réart,http://id.eaufrance.fr/CEA/Y03-0400,,2023-02-03T00:00:00Z,1981-06-11T00:00:00Z,,,1,20,0.0,1.0,1.0,1981-06-11T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.92691619855376,42.6532309938392
Y0334002,Le Réart à Villeneuve-de-la-Raho [Cap de Fouste],Y033400201,Le Réart à Villeneuve-de-la-Raho [Cap de Fouste],LIMNI,691507.483,6171644.476,26,2.896577257,42.644412402,2.0,,28309.0,1.0,66227,VILLENEUVE-DE-LA-RAHO,66,76,OCCITANIE,Y03-0400,Le Réart,http://id.eaufrance.fr/CEA/Y03-0400,,2024-01-22T00:00:00Z,2012-01-01T00:00:00Z,,,1,16,0.0,1.0,0.0,2012-08-16T00:00:00Z,2015-10-07T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.89657725676712,42.6444124019724
Y0334010,Le Réart à Villeneuve-de-la-Raho [Mas Palégry],Y033401001,Le Réart à Villeneuve-de-la-Raho [Mas Palégry],LIMNI,692368.0,6172303.0,26,2.90704727,42.650342518,1.0,,29.0,2.0,66227,VILLENEUVE-DE-LA-RAHO,66,76,OCCITANIE,Y03-0400,Le Réart,http://id.eaufrance.fr/CEA/Y03-0400,,2021-05-12T00:00:00Z,1966-10-12T00:00:00Z,1992-09-27T00:00:00Z,,1,20,12.0,1.0,1.0,1966-10-12T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.90704727039837,42.6503425182479
Y0404010,La Têt à Mont-Louis,Y040401001,La Têt à Mont-Louis,LIMNI,622234.053,6160502.494,26,2.054627546,42.540109951,3.0,Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça.,1704.229,3.0,66117,MONT-LOUIS,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2024-01-22T00:00:00Z,1983-09-23T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-02-07T00:00:00Z,2024-01-22T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.0546275461773,42.5401099508743
Y0424010,La Têt à Serdinya [Joncet],Y042401001,La Têt à Serdinya [Joncet],LIMNI,643743.442,6163146.389,26,2.315815332,42.56587183,1.0,"Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça. A compter 01/01/2006, les heures sont en temps universel.",517000.0,2.0,66193,SERDINYA,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2023-04-05T00:00:00Z,1966-11-08T00:00:00Z,,,1,20,1.0,1.0,1.0,1966-11-08T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.3158153323233,42.5658718304383
Y0434010,La Têt à Corneilla-de-Conflent,Y043401001,La Têt à Corneilla-de-Conflent,LIMNI,647582.0,6165198.0,26,2.362295749,42.58460387,1.0,,432.0,2.0,66057,CORNEILLA-DE-CONFLENT,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2021-05-12T00:00:00Z,1920-09-01T00:00:00Z,1998-08-30T00:00:00Z,,1,20,12.0,1.0,1.0,1920-09-01T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.36229574893611,42.5846038701478
Y0434020,La Têt à Villefranche-de-Conflent [Villefranche en Gorner],Y043402001,La Têt à Villefranche-de-Conflent [Villefranche en Gorner],LIMNI,649192.315,6167075.649,26,2.381706762,42.601598702,2.0,,380.298,3.0,66223,VILLEFRANCHE-DE-CONFLENT,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2024-04-16T00:00:00Z,2005-03-01T00:00:00Z,2023-04-21T00:00:00Z,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.3817067623969,42.6015987018466
Y0436405,Le Cady à Vernet-les-Bains,Y043640501,Le Cady à Vernet-les-Bains,LIMNI,649683.163,6160901.217,26,2.388261892,42.546127115,2.0,,642.458,3.0,66222,VERNET-LES-BAINS,66,76,OCCITANIE,Y0430640,Rivière de Cady,http://id.eaufrance.fr/CEA/Y0430640,,2023-01-27T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.38826189241967,42.5461271149514
Y0436410,Le Cady à Casteil,Y043641001,Le Cady à Casteil,LIMNI,650425.0,6158530.0,26,2.397500551,42.52486278,1.0,,,,66043,CASTEIL,66,76,OCCITANIE,Y0430640,Rivière de Cady,http://id.eaufrance.fr/CEA/Y0430640,,2021-02-16T00:00:00Z,1969-09-05T00:00:00Z,1973-01-05T00:00:00Z,,1,20,12.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.39750055120468,42.5248627799948
Y0436420,Le Cady à Corneilla-de-Conflent,Y043642001,Le Cady à Corneilla-de-Conflent,LIMNI,648199.0,6165465.0,26,2.369775771,42.587048663,1.0,Station fermée à partir du 30/08/2007 00:00 puis ouverte à nouveau le 03/12/2014 14:55.,423.0,2.0,66057,CORNEILLA-DE-CONFLENT,66,76,OCCITANIE,Y0430640,Rivière de Cady,http://id.eaufrance.fr/CEA/Y0430640,,2023-01-12T00:00:00Z,1966-11-08T00:00:00Z,,,1,20,0.0,1.0,1.0,1966-11-08T00:00:00Z,2016-05-13T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.36977577085767,42.5870486626124
Y0436421,La rivière de Rotja à Sahorre,Y043642101,La rivière de Rotja à Sahorre,LIMNI,647332.0,6159420.0,26,2.359824327,42.532644417,0.0,,,,66166,SAHORRE,66,76,OCCITANIE,Y0430500,Rivière de Rotja,http://id.eaufrance.fr/CEA/Y0430500,,2021-05-05T00:00:00Z,2018-07-01T00:00:00Z,,,1,20,0.0,,,,,,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.35982432718372,42.5326444172295
Y0444010,La Têt à Marquixanes,Y044401001,La Têt à Marquixanes,LIMNI,657863.493,6171812.386,26,2.486850937,42.64474106,1.0,Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça.,244.511,3.0,66103,MARQUIXANES,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2021-05-05T00:00:00Z,1960-01-22T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.48685093690899,42.6447410604157
Y0445010,La Castellane à Catllar,Y044501001,La Castellane à Catllar,LIMNI,652530.928,6170476.257,26,2.422030898,42.632397662,2.0,,314.931,3.0,66045,CATLLAR,66,76,OCCITANIE,Y0440500,La Castellane,http://id.eaufrance.fr/CEA/Y0440500,,2021-05-05T00:00:00Z,2005-01-01T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.42203089769193,42.632397662295
Y0446010,La Castellane à Campôme [Molitg-les-Bains],Y044601001,La Castellane à Campôme [Molitg-les-Bains],LIMNI,649400.0,6172029.0,26,2.383763622,42.646144333,1.0,,,,66034,CAMPOME,66,76,OCCITANIE,Y0440500,La Castellane,http://id.eaufrance.fr/CEA/Y0440500,,2021-05-12T00:00:00Z,1984-04-03T00:00:00Z,2006-08-30T00:00:00Z,,1,20,12.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.38376362184618,42.6461443328109
Y0455030,La Lentilla [partielle] à Espira-de-Conflent [Finestret],Y045503001,La Lentilla [partielle] à Espira-de-Conflent [Finestret],LIMNI,659021.826,6169689.664,26,2.501120352,42.625723948,2.0,,272.227,3.0,66070,ESPIRA-DE-CONFLENT,66,76,OCCITANIE,Y0450500,La Lentilla,http://id.eaufrance.fr/CEA/Y0450500,,2024-01-22T00:00:00Z,2008-10-14T00:00:00Z,,,1,16,0.0,1.0,1.0,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,2024-01-22T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.50112035201648,42.6257239477004
Y0456410,[Le canal majeur de la Plaine] à Finestret,Y045641001,[Le canal majeur de la Plaine] à Finestret,LIMNI,660299.0,6168260.0,26,2.51677514,42.612942467,3.0,,,,66079,FINESTRET,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-02-16T00:00:00Z,1968-05-16T00:00:00Z,1991-01-07T00:00:00Z,,1,20,12.0,1.0,1.0,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.51677514018115,42.6129424672733
Y0456411,La Lentilla à Finestret [ancienne - partielle],Y045641101,La Lentilla à Finestret [ancienne - partielle],LIMNI,659711.0,6167821.0,26,2.509651601,42.608963236,0.0,"Ancienne station, située à l'amont du village.",,,66079,FINESTRET,66,76,OCCITANIE,Y0450500,La Lentilla,http://id.eaufrance.fr/CEA/Y0450500,,2020-06-26T00:00:00Z,1968-01-01T00:00:00Z,1992-01-01T00:00:00Z,,1,20,,,,,,,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.50965160065379,42.6089632363162
Y0456412,La Lentilla à Finestret,Y045641201,La Lentilla à Finestret,LIMNI,659697.9175867,6168758.4457075,26,2.509421498,42.617390228,,,,,66079,FINESTRET,66,76,OCCITANIE,Y0450500,La Lentilla,http://id.eaufrance.fr/CEA/Y0450500,,2024-05-06T00:00:00Z,2021-08-26T00:00:00Z,,,1,20,,,,,,,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.50942149788791,42.6173902278389
Y0464010,La Têt à Rodès [Barrage de Vinca],Y046401001,La Têt à Rodès [Barrage de Vinca],LIMNI,662580.0,6173257.0,26,2.544186844,42.657988931,2.0,"Le niveau enregistré par la station correspond à la hauteur NFG, (modulo les 200m du zéro-échelle). Il n'est pas représentatif de la hauteur d'eau dans le barrage.",200.0,3.0,66165,RODES,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2023-05-31T00:00:00Z,2010-01-01T00:00:00Z,,,1,16,0.0,1.0,1.0,1900-01-01T00:00:00Z,2023-05-31T00:00:00Z,2023-05-31T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.54418684435574,42.6579889310563
Y0464020,La Têt [partielle] à Rodès [sortie Vinça],Y046402001,La Têt [partielle] à Rodès [sortie Vinça],LIMNI,662848.0,6173130.0,26,2.547460147,42.656860996,3.0,,191.0,2.0,66165,RODES,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2021-02-16T00:00:00Z,1930-01-01T00:00:00Z,1974-12-02T00:00:00Z,,1,20,12.0,1.0,1.0,1930-01-01T00:00:00Z,2016-05-13T00:00:00Z,2021-02-16T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.54746014739079,42.6568609964332
Y0464030,La Têt [partielle] à Rodès,Y046403001,La Têt [partielle] à Rodès,LIMNI,663915.057,6173486.6,26,2.560433268,42.660121207,3.0,"Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça. Ancienne altitude approximative : 190 m. Les données hauteur et débit ne sont valables qu'à partir du 01/01/2005 pour cette station. Avant cette date, elles concernent une autre station hors service.",175000.0,2.0,66165,RODES,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2023-04-05T00:00:00Z,1973-01-01T00:00:00Z,,,1,20,15.0,1.0,1.0,1973-03-29T00:00:00Z,2013-11-18T00:00:00Z,2015-10-07T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.56043326756235,42.6601212067961
Y0464030,La Têt [partielle] à Rodès,Y046403002,La Têt [partielle] à Rodès - DDAF,LIMNI,664027.0,6173574.0,26,2.561790959,42.660912574,3.0,"Station créée le 12/07/2013 dans Hydro2, c'est une ancienne station gérée par la DDAF 66. Zéro échelle : 175 m NGF 1884. La localisation (X,Y) est estimée.",175.0,2.0,66165,RODES,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2023-04-05T00:00:00Z,1973-03-29T00:00:00Z,2005-01-01T00:00:00Z,,1,20,15.0,1.0,1.0,1973-03-29T00:00:00Z,2016-05-13T00:00:00Z,2023-04-05T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.56179095861689,42.6609125736393
Y0466005,Le Bolès [Boulès] à Ille-sur-Têt,Y046600501,Le Bolès [Boulès] à Ille-sur-Têt,LIMNI,669465.1,6174204.99,26,2.627998491,42.666836378,2.0,,142.476,3.0,66088,ILLE-SUR-TET,66,76,OCCITANIE,Y0460600,Le Bolès,http://id.eaufrance.fr/CEA/Y0460600,,2021-05-05T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0.0,1.0,1.0,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.62799849069199,42.6668363777772
Y0466010,Le Bolès à Casefabre,Y046601001,Le Bolès à Casefabre,LIMNI,666340.0,6169409.0,26,2.590229789,42.623579268,1.0,,246.0,2.0,66040,CASEFABRE,66,76,OCCITANIE,Y0460600,Le Bolès,http://id.eaufrance.fr/CEA/Y0460600,,2021-02-16T00:00:00Z,1966-11-30T00:00:00Z,1991-01-07T00:00:00Z,,1,20,12.0,1.0,1.0,1966-11-30T00:00:00Z,2016-05-13T00:00:00Z,2021-02-16T00:00:00Z,PYRENEES-ORIENTALES,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.59022978866243,42.6235792676968
Y0468210,[Le canal de Corbère [sortie du barrage de Vinça]] à Rodès,Y046821001,[Le canal de Corbère [sortie du barrage de Vinça]] à Rodès,LIMNI,662961.0,6173099.0,26,2.548838702,42.656588105,3.0,,,,66165,RODES,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-07T00:00:00Z,1960-12-01T00:00:00Z,,,1,20,3.0,1.0,1.0,,,,PYRENEES-ORIENTALES,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.54883870151096,42.6565881046223
